CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
25001012200,Massachusetts,Barnstable County,0,5046,2139,0,5,0.1,0,0,0,0,0,0,2.4,123750,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,5044,99.96,449,8.89,909,18.01,1249,24.76,4850,96.12,38,0.75,54,1.07,3,0.06,10,0.2,89,1.76,43,0.85,16,0.75,41,1.9,4773,94.59,424,8.4,850,16.84,1202,23.82,4595,91.07,35,0.69,52,1.03,3,0.06,9,0.18,79,1.56,40,0.79,16,0.74,39,1.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,409,909,1250,4852,38,54,3,10,89,43,15,37
25001012502,Massachusetts,Barnstable County,1,3080,1440,0,88,2.86,1,1,1,1,1,1,15.5,68000,1,1,1,1,1,0,0,1,1949,2924,1949,888,1208,888,2924,94.95,1208,39.23,448,14.56,548,17.79,2504,81.28,120,3.9,47,1.54,1,0.03,23,0.76,229,7.44,121,3.92,167,11.57,334,23.2,1949,63.28,888,28.83,298,9.66,361,11.71,1691,54.91,63,2.06,34,1.09,1,0.03,12,0.4,148,4.79,71,2.29,105,7.29,225,15.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1513,469,581,2629,127,49,1,24,250,134,189,377
25001012601,Massachusetts,Barnstable County,1,2877,1141,0,102,3.55,0,1,0,0,0,1,6.7,73958,0,1,0,1,0,0,0,0,NULL,1237,NULL,NULL,333,NULL,1237,43.01,333,11.57,230,8,315,10.96,1077,37.45,39,1.37,52,1.81,3,0.11,4,0.14,62,2.14,65,2.26,68,5.95,21,1.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,822,563,602,2444,124,79,8,20,202,148,134,52
25001012602,Massachusetts,Barnstable County,1,4915,1999,0,0,0,0,1,0,1,1,1,16.9,58607,0,1,0,1,0,0,0,1,0,3020,0,0,1402,0,3020,61.45,1402,28.52,575,11.7,543,11.04,2278,46.36,259,5.28,54,1.1,1,0.01,50,1.01,378,7.7,229,4.66,135,6.75,246,12.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2258,995,725,3645,421,76,1,82,690,410,171,372
25001012700,Massachusetts,Barnstable County,1,4562,2023,0,0,0,0,0,0,0,0,0,4.5,88591,1,1,1,1,1,0,0,0,1575,3513,1575,306,544,306,3513,77.01,544,11.93,570,12.49,946,20.74,3242,71.06,51,1.12,42,0.91,1,0.02,22,0.49,155,3.41,73,1.61,10,0.5,95,4.7,1575,34.52,306,6.71,259,5.68,446,9.78,1480,32.44,14,0.3,13,0.29,0,0.01,12,0.27,55,1.21,15,0.32,1,0.03,44,2.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,656,753,1192,4188,91,53,1,25,204,113,28,114
25001012800,Massachusetts,Barnstable County,1,3923,1695,0,4,0.1,0,0,0,0,0,0,6.1,82813,1,1,1,1,1,0,0,0,2202,3316,2202,191,387,191,3316,84.53,387,9.86,610,15.56,769,19.59,3134,79.89,51,1.29,24,0.6,0,0,1,0.03,107,2.72,60,1.54,48,2.82,66,3.89,2202,56.14,191,4.86,435,11.1,442,11.26,2067,52.7,34,0.86,15,0.37,0,0,0,0,86,2.2,34,0.88,4,0.26,42,2.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,536,695,958,3683,62,36,1,1,140,72,95,81
25001012900,Massachusetts,Barnstable County,1,4135,1693,0,7,0.17,0,0,0,0,0,0,6.1,100222,1,1,1,1,1,0,0,0,4081,4135,4081,652,661,652,4135,100,661,15.98,823,19.9,881,21.31,3842,92.91,63,1.52,45,1.09,5,0.12,13,0.31,167,4.04,72,1.74,0,0,57,3.37,4081,98.69,652,15.76,813,19.66,871,21.06,3792,91.71,61,1.48,44,1.08,5,0.12,12,0.29,166,4.02,71,1.71,0,0,56,3.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,621,823,881,3842,63,45,5,13,167,72,0,56
25001013002,Massachusetts,Barnstable County,1,2899,1372,0,0,0,0,0,0,0,0,0,4.3,92763,1,1,1,1,1,0,0,0,2707,2890,2707,362,388,362,2890,99.69,388,13.38,467,16.12,968,33.39,2751,94.91,25,0.86,19,0.64,0,0,4,0.14,91,3.14,36,1.24,87,6.36,20,1.43,2707,93.37,362,12.5,437,15.07,908,31.33,2573,88.76,25,0.85,17,0.59,0,0,4,0.14,88,3.03,35,1.19,82,5.99,18,1.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,375,469,971,2760,25,19,0,4,91,36,75,19
25001013100,Massachusetts,Barnstable County,1,5935,2293,0,6,0.1,0,0,0,0,0,0,6.5,102306,1,1,1,1,1,0,0,0,5161,5691,5161,719,848,719,5691,95.89,848,14.28,1186,19.99,830,13.98,5389,90.8,68,1.14,47,0.8,1,0.02,34,0.57,152,2.57,110,1.85,17,0.73,76,3.33,5161,86.96,719,12.11,1084,18.27,751,12.65,4909,82.71,53,0.9,41,0.69,1,0.02,31,0.52,126,2.12,92,1.55,17,0.73,69,3.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,817,1238,860,5611,71,49,1,36,167,116,16,79
25001013200,Massachusetts,Barnstable County,1,4783,1990,0,12,0.25,0,0,0,0,0,0,4.9,110080,1,1,1,1,1,0,0,0,2874,4021,2874,312,452,312,4021,84.06,452,9.46,741,15.5,931,19.45,3842,80.32,50,1.05,19,0.4,0,0,19,0.4,91,1.9,80,1.66,12,0.6,62,3.1,2874,60.08,312,6.51,527,11.01,662,13.83,2772,57.96,26,0.55,11,0.22,0,0,16,0.33,49,1.02,46,0.97,12,0.6,45,2.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,534,885,1119,4569,57,25,0,21,111,88,13,73
25001013300,Massachusetts,Barnstable County,1,3218,1501,0,134,4.16,0,0,0,0,0,0,6.1,123952,1,1,1,1,1,0,0,0,748,2456,748,124,469,124,2456,76.32,469,14.56,388,12.07,720,22.39,2390,74.26,5,0.16,32,0.99,0,0.01,1,0.03,28,0.88,21,0.66,17,1.12,24,1.62,748,23.23,124,3.87,131,4.08,222,6.9,731,22.71,2,0.06,9,0.27,0,0,0,0,6,0.19,14,0.42,5,0.34,8,0.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,521,481,982,3127,12,42,4,1,32,28,21,30
25001013400,Massachusetts,Barnstable County,1,4163,1583,0,168,4.04,0,0,0,0,0,0,3.7,108750,1,1,1,1,1,0,0,0,4163,4163,4163,409,409,409,4163,100,409,9.82,899,21.6,826,19.84,4078,97.96,9,0.22,28,0.67,0,0,4,0.1,44,1.06,44,1.06,9,0.54,52,3.28,4163,100,409,9.82,899,21.6,826,19.84,4078,97.96,9,0.22,28,0.67,0,0,4,0.1,44,1.06,44,1.06,9,0.54,52,3.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,360,899,826,4078,9,28,0,4,44,44,8,51
25001013500,Massachusetts,Barnstable County,1,6940,2494,0,14,0.2,0,0,0,0,0,0,4,121357,1,1,1,1,1,0,0,0,5761,6582,5761,432,520,432,6582,94.85,520,7.49,1707,24.59,787,11.34,6352,91.53,21,0.3,94,1.35,0,0,13,0.19,102,1.47,78,1.13,48,1.92,70,2.79,5761,83.01,432,6.23,1473,21.22,716,10.32,5558,80.09,21,0.3,89,1.29,0,0,10,0.15,82,1.19,72,1.04,44,1.76,61,2.46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,590,1813,829,6696,21,100,0,18,105,81,62,78
25001013600,Massachusetts,Barnstable County,1,6334,2198,0,7,0.11,0,0,0,0,0,0,3.1,113024,1,1,1,1,1,0,0,0,3970,5842,3970,889,1138,889,5842,92.23,1138,17.97,1671,26.38,523,8.26,5615,88.65,33,0.52,67,1.06,1,0.02,28,0.44,98,1.54,112,1.77,49,2.23,135,6.14,3970,62.68,889,14.03,1142,18.03,336,5.31,3807,60.11,28,0.43,48,0.76,1,0.02,24,0.37,63,0.99,74,1.16,43,1.95,92,4.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1309,1793,602,6078,36,76,1,28,115,120,55,151
25001013700,Massachusetts,Barnstable County,1,4911,1676,0,1148,23.38,0,0,0,0,0,0,5.8,105301,1,1,1,1,1,0,0,0,3534,4911,3534,490,677,490,4911,100,677,13.79,792,16.13,787,16.03,4618,94.03,46,0.94,45,0.92,1,0.02,30,0.61,171,3.48,80,1.63,64,3.82,101,6.03,3534,71.97,490,9.98,629,12.8,623,12.69,3326,67.72,32,0.66,29,0.58,1,0.02,22,0.44,125,2.54,51,1.05,52,3.12,79,4.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,598,792,787,4618,46,45,1,30,171,80,74,119
25001013800,Massachusetts,Barnstable County,1,4840,1907,0,0,0,0,0,0,0,0,0,5.6,99318,1,1,1,1,1,0,0,0,3005,4314,3005,327,444,327,4314,89.13,444,9.18,1043,21.54,623,12.88,4064,83.97,40,0.82,67,1.39,2,0.04,19,0.39,122,2.51,76,1.57,77,4.04,105,5.53,3005,62.09,327,6.76,754,15.59,433,8.94,2868,59.25,16,0.32,53,1.1,1,0.02,6,0.13,61,1.26,39,0.81,29,1.5,70,3.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,484,1150,721,4528,55,79,2,23,153,95,98,122
25001013900,Massachusetts,Barnstable County,1,4831,2181,0,0,0,0,0,0,0,0,0,3.3,92000,1,1,1,1,1,0,0,0,4831,4831,4831,988,988,988,4831,100,988,20.46,806,16.68,1060,21.94,4555,94.29,39,0.81,64,1.32,4,0.08,29,0.6,140,2.9,40,0.83,28,1.28,39,1.81,4831,100,988,20.46,806,16.68,1060,21.94,4555,94.29,39,0.81,64,1.32,4,0.08,29,0.6,140,2.9,40,0.83,28,1.28,39,1.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,983,806,1060,4555,39,64,4,29,140,40,27,41
25001014002,Massachusetts,Barnstable County,1,4053,1877,0,60,1.48,0,0,0,0,1,0,6,91068,1,1,1,1,1,0,0,1,4053,4053,4053,734,734,734,4053,100,734,18.12,630,15.54,1138,28.08,3828,94.45,64,1.58,34,0.84,1,0.02,14,0.35,112,2.76,48,1.18,121,6.44,134,7.13,4053,100,734,18.12,630,15.54,1138,28.08,3828,94.45,64,1.58,34,0.84,1,0.02,14,0.35,112,2.76,48,1.18,121,6.44,134,7.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,809,630,1138,3828,64,34,1,14,112,48,149,143
25001014100,Massachusetts,Barnstable County,0,1141,226,0,458,40.14,0,0,0,0,0,1,7,44375,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1141,100,474,41.55,264,23.14,6,0.53,958,83.96,96,8.41,12,1.05,0,0,10,0.88,65,5.7,94,8.24,0,0,0,0,1141,100,474,41.55,264,23.14,6,0.53,958,83.96,96,8.41,12,1.05,0,0,10,0.88,65,5.7,94,8.24,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,349,264,6,958,96,12,0,10,65,94,0,0
25001014300,Massachusetts,Barnstable County,1,4384,1973,0,99,2.26,0,0,0,0,0,0,2.4,126063,1,1,1,1,1,0,0,0,3292,3870,3292,228,300,228,3870,88.29,300,6.84,627,14.3,1200,27.36,3714,84.71,33,0.75,37,0.84,1,0.02,7,0.16,79,1.8,39,0.89,15,0.74,41,2.07,3292,75.08,228,5.21,525,11.97,1028,23.45,3151,71.88,29,0.67,32,0.73,1,0.02,4,0.09,74,1.68,27,0.6,15,0.74,35,1.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,336,704,1335,4204,39,41,1,13,86,50,12,40
25001014402,Massachusetts,Barnstable County,0,6947,2792,0,0,0,0,0,0,0,0,0,6.2,102986,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,6846,98.55,918,13.21,1482,21.34,1137,16.36,6283,90.44,140,2.01,78,1.12,7,0.1,34,0.5,305,4.39,123,1.77,58,2.06,234,8.37,5767,83.02,767,11.04,1256,18.08,963,13.87,5326,76.67,96,1.38,71,1.03,7,0.1,27,0.39,240,3.45,107,1.54,47,1.68,196,7.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,906,1499,1154,6372,141,82,7,35,310,123,52,212
25001014500,Massachusetts,Barnstable County,1,5395,2169,0,9,0.17,1,1,1,0,0,1,8.3,70183,1,1,1,1,1,0,0,0,4668,5395,4668,1494,1755,1494,5395,100,1755,32.53,1139,21.11,923,17.11,4878,90.42,105,1.95,38,0.7,0,0,41,0.76,333,6.17,139,2.58,96,4.41,353,16.28,4668,86.52,1494,27.68,961,17.81,829,15.36,4222,78.25,91,1.68,34,0.63,0,0,39,0.72,282,5.23,127,2.35,84,3.87,308,14.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1789,1139,923,4878,105,38,0,41,333,139,86,338
25001014600,Massachusetts,Barnstable County,1,4130,1797,0,1,0.02,0,0,0,0,0,0,3.3,79810,1,1,1,1,1,0,0,0,1399,2971,1399,317,690,317,2971,71.95,690,16.72,511,12.38,764,18.49,2680,64.88,78,1.9,50,1.21,0,0,27,0.65,137,3.31,47,1.14,99,5.52,116,6.47,1399,33.87,317,7.68,220,5.32,392,9.49,1261,30.54,40,0.97,28,0.68,0,0,11,0.27,58,1.41,12,0.29,47,2.61,56,3.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,894,748,992,3689,121,57,3,36,224,89,130,171
25001014700,Massachusetts,Barnstable County,1,3690,1749,0,3,0.08,1,1,1,0,0,1,7.2,73345,1,1,1,1,1,0,0,0,971,3260,971,237,743,237,3260,88.34,743,20.15,495,13.43,1028,27.85,2985,80.89,51,1.39,45,1.23,0,0,29,0.79,149,4.04,56,1.52,50,2.89,76,4.34,971,26.31,237,6.42,142,3.84,335,9.07,884,23.96,11,0.31,16,0.44,0,0,14,0.37,45,1.23,19,0.51,19,1.11,23,1.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,722,572,1129,3378,67,51,0,30,164,62,51,79
25001014800,Massachusetts,Barnstable County,1,3387,1795,0,223,6.58,0,0,0,0,0,0,8.4,93616,0,1,0,1,0,0,0,0,NULL,928,NULL,NULL,162,NULL,928,27.4,162,4.79,126,3.73,287,8.49,845,24.93,19,0.55,16,0.48,0,0,7,0.21,42,1.23,15,0.44,21,1.2,72,3.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1125,390,1320,3088,72,61,0,22,144,45,388,304
25001014900,Massachusetts,Barnstable County,1,3598,1794,0,173,4.81,0,0,0,0,1,0,5.8,109602,1,1,1,1,1,0,0,1,2655,3596,2655,369,647,369,3596,99.94,647,17.98,418,11.61,1335,37.11,3368,93.6,49,1.36,79,2.2,1,0.03,6,0.17,93,2.58,57,1.58,178,9.91,69,3.87,2655,73.78,369,10.24,304,8.44,1047,29.1,2515,69.9,29,0.8,59,1.65,1,0.03,3,0.08,47,1.32,47,1.31,28,1.58,49,2.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,577,418,1336,3370,49,79,1,6,93,57,150,68
25001015001,Massachusetts,Barnstable County,1,4417,1730,0,100,2.26,0,0,0,0,0,0,6.1,87373,1,1,1,1,1,0,0,0,4192,4417,4192,833,906,833,4417,100,906,20.5,1032,23.36,742,16.8,3879,87.82,82,1.86,44,1,6,0.14,191,4.32,215,4.87,127,2.88,15,0.88,54,3.12,4192,94.91,833,18.86,972,22,715,16.19,3681,83.34,77,1.75,42,0.96,6,0.13,187,4.23,198,4.48,125,2.84,15,0.88,52,2.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,891,1032,742,3879,82,44,6,191,215,127,15,52
